"species"	"site"	"season"	"count"
"6"	"75"	"7"	0
"7"	"75"	"7"	0
"8"	"75"	"7"	1
"9"	"75"	"7"	4
"10"	"75"	"7"	5
"1"	"76"	"7"	NA
"2"	"76"	"7"	NA
"3"	"76"	"7"	NA
"4"	"76"	"7"	NA
"5"	"76"	"7"	NA
"6"	"76"	"7"	NA
"7"	"76"	"7"	NA
"8"	"76"	"7"	NA
"9"	"76"	"7"	NA
"10"	"76"	"7"	NA
"1"	"77"	"7"	0
"2"	"77"	"7"	0
"3"	"77"	"7"	0
"4"	"77"	"7"	0
"5"	"77"	"7"	0
"6"	"77"	"7"	0
"7"	"77"	"7"	3
"8"	"77"	"7"	4
"9"	"77"	"7"	1
"10"	"77"	"7"	4
"1"	"78"	"7"	0
"2"	"78"	"7"	0
"3"	"78"	"7"	2
"4"	"78"	"7"	2
"5"	"78"	"7"	0
"6"	"78"	"7"	0
"7"	"78"	"7"	1
"8"	"78"	"7"	9
"9"	"78"	"7"	8
"10"	"78"	"7"	13
"1"	"79"	"7"	NA
"2"	"79"	"7"	NA
"3"	"79"	"7"	NA
"4"	"79"	"7"	NA
"5"	"79"	"7"	NA
"6"	"79"	"7"	NA
"7"	"79"	"7"	NA
"8"	"79"	"7"	NA
"9"	"79"	"7"	NA
"10"	"79"	"7"	NA
"1"	"80"	"7"	2
"2"	"80"	"7"	4
"3"	"80"	"7"	13
"4"	"80"	"7"	7
"5"	"80"	"7"	0
"6"	"80"	"7"	1
"7"	"80"	"7"	0
"8"	"80"	"7"	1
"9"	"80"	"7"	0
"10"	"80"	"7"	0
"1"	"81"	"7"	1
"2"	"81"	"7"	0
"3"	"81"	"7"	4
"4"	"81"	"7"	0
"5"	"81"	"7"	0
"6"	"81"	"7"	0
"7"	"81"	"7"	2
"8"	"81"	"7"	17
"9"	"81"	"7"	0
"10"	"81"	"7"	12
"1"	"82"	"7"	0
"2"	"82"	"7"	0
"3"	"82"	"7"	4
"4"	"82"	"7"	0
"5"	"82"	"7"	0
"6"	"82"	"7"	0
"7"	"82"	"7"	2
"8"	"82"	"7"	4
"9"	"82"	"7"	0
"10"	"82"	"7"	5
"1"	"83"	"7"	NA
"2"	"83"	"7"	NA
"3"	"83"	"7"	NA
"4"	"83"	"7"	NA
"5"	"83"	"7"	NA
"6"	"83"	"7"	NA
"7"	"83"	"7"	NA
"8"	"83"	"7"	NA
"9"	"83"	"7"	NA
"10"	"83"	"7"	NA
"1"	"84"	"7"	0
"2"	"84"	"7"	1
"3"	"84"	"7"	2
"4"	"84"	"7"	1
"5"	"84"	"7"	0
"6"	"84"	"7"	1
"7"	"84"	"7"	0
"8"	"84"	"7"	1
"9"	"84"	"7"	0
"10"	"84"	"7"	0
"1"	"85"	"7"	6
"2"	"85"	"7"	28
"3"	"85"	"7"	7
"4"	"85"	"7"	1
"5"	"85"	"7"	0
"6"	"85"	"7"	0
"7"	"85"	"7"	0
"8"	"85"	"7"	0
"9"	"85"	"7"	0
"10"	"85"	"7"	0
"1"	"86"	"7"	0
"2"	"86"	"7"	0
"3"	"86"	"7"	0
"4"	"86"	"7"	0
"5"	"86"	"7"	0
"6"	"86"	"7"	0
"7"	"86"	"7"	0
"8"	"86"	"7"	0
"9"	"86"	"7"	0
"10"	"86"	"7"	0
"1"	"87"	"7"	3
"2"	"87"	"7"	2
"3"	"87"	"7"	0
"4"	"87"	"7"	0
"5"	"87"	"7"	2
"6"	"87"	"7"	0
"7"	"87"	"7"	0
"8"	"87"	"7"	0
"9"	"87"	"7"	0
"10"	"87"	"7"	0
"1"	"88"	"7"	3
"2"	"88"	"7"	1
"3"	"88"	"7"	1
"4"	"88"	"7"	0
"5"	"88"	"7"	0
"6"	"88"	"7"	1
"7"	"88"	"7"	0
"8"	"88"	"7"	0
"9"	"88"	"7"	0
"10"	"88"	"7"	0
"1"	"89"	"7"	0
"2"	"89"	"7"	0
"3"	"89"	"7"	0
"4"	"89"	"7"	0
"5"	"89"	"7"	0
"6"	"89"	"7"	0
"7"	"89"	"7"	0
"8"	"89"	"7"	0
"9"	"89"	"7"	0
"10"	"89"	"7"	0
"1"	"90"	"7"	0
"2"	"90"	"7"	4
"3"	"90"	"7"	4
"4"	"90"	"7"	2
"5"	"90"	"7"	0
"6"	"90"	"7"	0
"7"	"90"	"7"	0
"8"	"90"	"7"	0
"9"	"90"	"7"	0
"10"	"90"	"7"	0
"1"	"91"	"7"	0
"2"	"91"	"7"	5
"3"	"91"	"7"	12
"4"	"91"	"7"	2
"5"	"91"	"7"	0
"6"	"91"	"7"	0
"7"	"91"	"7"	0
"8"	"91"	"7"	0
"9"	"91"	"7"	0
"10"	"91"	"7"	0
"1"	"92"	"7"	0
"2"	"92"	"7"	1
"3"	"92"	"7"	0
"4"	"92"	"7"	2
"5"	"92"	"7"	0
"6"	"92"	"7"	0
"7"	"92"	"7"	0
"8"	"92"	"7"	0
"9"	"92"	"7"	0
"10"	"92"	"7"	0
"1"	"93"	"7"	0
"2"	"93"	"7"	15
"3"	"93"	"7"	0
"4"	"93"	"7"	0
"5"	"93"	"7"	0
"6"	"93"	"7"	0
"7"	"93"	"7"	0
"8"	"93"	"7"	1
"9"	"93"	"7"	0
"10"	"93"	"7"	0
"1"	"94"	"7"	1
"2"	"94"	"7"	5
"3"	"94"	"7"	0
"4"	"94"	"7"	0
"5"	"94"	"7"	0
"6"	"94"	"7"	0
"7"	"94"	"7"	0
"8"	"94"	"7"	0
"9"	"94"	"7"	0
"10"	"94"	"7"	0
"1"	"95"	"7"	0
"2"	"95"	"7"	0
"3"	"95"	"7"	0
"4"	"95"	"7"	0
"5"	"95"	"7"	0
"6"	"95"	"7"	0
"7"	"95"	"7"	0
"8"	"95"	"7"	1
"9"	"95"	"7"	2
"10"	"95"	"7"	2
"1"	"96"	"7"	2
"2"	"96"	"7"	15
"3"	"96"	"7"	19
"4"	"96"	"7"	5
"5"	"96"	"7"	0
"6"	"96"	"7"	0
"7"	"96"	"7"	1
"8"	"96"	"7"	1
"9"	"96"	"7"	0
"10"	"96"	"7"	0
"1"	"97"	"7"	0
"2"	"97"	"7"	7
"3"	"97"	"7"	2
"4"	"97"	"7"	21
"5"	"97"	"7"	0
"6"	"97"	"7"	0
"7"	"97"	"7"	1
"8"	"97"	"7"	1
"9"	"97"	"7"	0
"10"	"97"	"7"	1
"1"	"98"	"7"	NA
"2"	"98"	"7"	NA
"3"	"98"	"7"	NA
"4"	"98"	"7"	NA
"5"	"98"	"7"	NA
"6"	"98"	"7"	NA
"7"	"98"	"7"	NA
"8"	"98"	"7"	NA
"9"	"98"	"7"	NA
"10"	"98"	"7"	NA
"1"	"99"	"7"	0
"2"	"99"	"7"	0
"3"	"99"	"7"	0
"4"	"99"	"7"	0
"5"	"99"	"7"	5
"6"	"99"	"7"	0
"7"	"99"	"7"	0
"8"	"99"	"7"	11
"9"	"99"	"7"	1
"10"	"99"	"7"	10
"1"	"100"	"7"	0
"2"	"100"	"7"	3
"3"	"100"	"7"	1
"4"	"100"	"7"	2
"5"	"100"	"7"	0
"6"	"100"	"7"	0
"7"	"100"	"7"	0
"8"	"100"	"7"	0
"9"	"100"	"7"	0
"10"	"100"	"7"	0
"1"	"1"	"8"	0
"2"	"1"	"8"	0
"3"	"1"	"8"	0
"4"	"1"	"8"	3
"5"	"1"	"8"	0
"6"	"1"	"8"	0
"7"	"1"	"8"	15
"8"	"1"	"8"	14
"9"	"1"	"8"	0
"10"	"1"	"8"	25
"1"	"2"	"8"	0
"2"	"2"	"8"	0
"3"	"2"	"8"	0
"4"	"2"	"8"	0
"5"	"2"	"8"	0
"6"	"2"	"8"	0
"7"	"2"	"8"	3
"8"	"2"	"8"	1
"9"	"2"	"8"	0
"10"	"2"	"8"	0
"1"	"3"	"8"	2
"2"	"3"	"8"	0
"3"	"3"	"8"	0
"4"	"3"	"8"	0
"5"	"3"	"8"	0
"6"	"3"	"8"	0
"7"	"3"	"8"	0
"8"	"3"	"8"	3
"9"	"3"	"8"	0
"10"	"3"	"8"	2
"1"	"4"	"8"	0
"2"	"4"	"8"	0
"3"	"4"	"8"	0
"4"	"4"	"8"	0
"5"	"4"	"8"	0
"6"	"4"	"8"	0
"7"	"4"	"8"	1
"8"	"4"	"8"	2
"9"	"4"	"8"	1
"10"	"4"	"8"	3
"1"	"5"	"8"	0
"2"	"5"	"8"	0
"3"	"5"	"8"	0
"4"	"5"	"8"	0
"5"	"5"	"8"	0
"6"	"5"	"8"	0
"7"	"5"	"8"	0
"8"	"5"	"8"	11
"9"	"5"	"8"	0
"10"	"5"	"8"	12
"1"	"6"	"8"	0
"2"	"6"	"8"	0
"3"	"6"	"8"	0
"4"	"6"	"8"	0
"5"	"6"	"8"	0
"6"	"6"	"8"	0
"7"	"6"	"8"	0
"8"	"6"	"8"	4
"9"	"6"	"8"	0
"10"	"6"	"8"	4
"1"	"7"	"8"	0
"2"	"7"	"8"	0
"3"	"7"	"8"	0
"4"	"7"	"8"	0
"5"	"7"	"8"	0
"6"	"7"	"8"	0
"7"	"7"	"8"	8
"8"	"7"	"8"	15
"9"	"7"	"8"	2
"10"	"7"	"8"	14
"1"	"8"	"8"	0
"2"	"8"	"8"	0
"3"	"8"	"8"	0
"4"	"8"	"8"	0
"5"	"8"	"8"	0
"6"	"8"	"8"	0
"7"	"8"	"8"	0
"8"	"8"	"8"	13
"9"	"8"	"8"	0
"10"	"8"	"8"	11
"1"	"9"	"8"	0
"2"	"9"	"8"	0
"3"	"9"	"8"	0
"4"	"9"	"8"	0
"5"	"9"	"8"	0
"6"	"9"	"8"	0
"7"	"9"	"8"	3
"8"	"9"	"8"	2
"9"	"9"	"8"	0
"10"	"9"	"8"	3
"1"	"10"	"8"	0
"2"	"10"	"8"	0
"3"	"10"	"8"	0
"4"	"10"	"8"	0
"5"	"10"	"8"	0
"6"	"10"	"8"	0
"7"	"10"	"8"	0
"8"	"10"	"8"	5
"9"	"10"	"8"	0
"10"	"10"	"8"	1
"1"	"11"	"8"	0
"2"	"11"	"8"	0
"3"	"11"	"8"	0
"4"	"11"	"8"	0
"5"	"11"	"8"	1
"6"	"11"	"8"	0
"7"	"11"	"8"	7
"8"	"11"	"8"	25
"9"	"11"	"8"	0
"10"	"11"	"8"	25
"1"	"12"	"8"	0
"2"	"12"	"8"	0
"3"	"12"	"8"	9
"4"	"12"	"8"	3
"5"	"12"	"8"	1
"6"	"12"	"8"	5
"7"	"12"	"8"	1
"8"	"12"	"8"	1
"9"	"12"	"8"	2
"10"	"12"	"8"	2
"1"	"13"	"8"	0
"2"	"13"	"8"	0
"3"	"13"	"8"	0
"4"	"13"	"8"	0
"5"	"13"	"8"	0
"6"	"13"	"8"	0
"7"	"13"	"8"	1
"8"	"13"	"8"	1
"9"	"13"	"8"	0
"10"	"13"	"8"	0
"1"	"14"	"8"	NA
"2"	"14"	"8"	NA
"3"	"14"	"8"	NA
"4"	"14"	"8"	NA
"5"	"14"	"8"	NA
"6"	"14"	"8"	NA
"7"	"14"	"8"	NA
"8"	"14"	"8"	NA
"9"	"14"	"8"	NA
"10"	"14"	"8"	NA
"1"	"15"	"8"	0
"2"	"15"	"8"	2
"3"	"15"	"8"	1
"4"	"15"	"8"	1
"5"	"15"	"8"	0
"6"	"15"	"8"	0
"7"	"15"	"8"	0
"8"	"15"	"8"	0
"9"	"15"	"8"	0
"10"	"15"	"8"	0
"1"	"16"	"8"	2
"2"	"16"	"8"	0
"3"	"16"	"8"	8
"4"	"16"	"8"	7
"5"	"16"	"8"	7
"6"	"16"	"8"	1
"7"	"16"	"8"	1
"8"	"16"	"8"	0
"9"	"16"	"8"	0
"10"	"16"	"8"	0
"1"	"17"	"8"	1
"2"	"17"	"8"	14
"3"	"17"	"8"	1
"4"	"17"	"8"	6
"5"	"17"	"8"	0
"6"	"17"	"8"	1
"7"	"17"	"8"	0
"8"	"17"	"8"	1
"9"	"17"	"8"	0
"10"	"17"	"8"	8
"1"	"18"	"8"	4
"2"	"18"	"8"	1
"3"	"18"	"8"	0
"4"	"18"	"8"	0
"5"	"18"	"8"	0
"6"	"18"	"8"	0
"7"	"18"	"8"	0
"8"	"18"	"8"	0
"9"	"18"	"8"	0
"10"	"18"	"8"	0
"1"	"19"	"8"	1
"2"	"19"	"8"	2
"3"	"19"	"8"	0
"4"	"19"	"8"	0
"5"	"19"	"8"	0
"6"	"19"	"8"	0
"7"	"19"	"8"	0
"8"	"19"	"8"	0
"9"	"19"	"8"	0
"10"	"19"	"8"	0
"1"	"20"	"8"	1
"2"	"20"	"8"	2
"3"	"20"	"8"	0
"4"	"20"	"8"	1
"5"	"20"	"8"	1
"6"	"20"	"8"	0
"7"	"20"	"8"	0
"8"	"20"	"8"	0
"9"	"20"	"8"	0
"10"	"20"	"8"	0
"1"	"21"	"8"	NA
"2"	"21"	"8"	NA
"3"	"21"	"8"	NA
"4"	"21"	"8"	NA
"5"	"21"	"8"	NA
"6"	"21"	"8"	NA
"7"	"21"	"8"	NA
"8"	"21"	"8"	NA
"9"	"21"	"8"	NA
"10"	"21"	"8"	NA
"1"	"22"	"8"	NA
"2"	"22"	"8"	NA
"3"	"22"	"8"	NA
"4"	"22"	"8"	NA
"5"	"22"	"8"	NA
"6"	"22"	"8"	NA
"7"	"22"	"8"	NA
"8"	"22"	"8"	NA
"9"	"22"	"8"	NA
"10"	"22"	"8"	NA
"1"	"23"	"8"	1
"2"	"23"	"8"	0
"3"	"23"	"8"	0
"4"	"23"	"8"	1
"5"	"23"	"8"	0
"6"	"23"	"8"	1
"7"	"23"	"8"	0
"8"	"23"	"8"	0
"9"	"23"	"8"	0
"10"	"23"	"8"	0
"1"	"24"	"8"	1
"2"	"24"	"8"	5
"3"	"24"	"8"	4
"4"	"24"	"8"	13
"5"	"24"	"8"	0
"6"	"24"	"8"	3
"7"	"24"	"8"	0
"8"	"24"	"8"	1
"9"	"24"	"8"	2
"10"	"24"	"8"	2
"1"	"25"	"8"	2
"2"	"25"	"8"	3
"3"	"25"	"8"	3
"4"	"25"	"8"	3
"5"	"25"	"8"	0
"6"	"25"	"8"	2
"7"	"25"	"8"	0
"8"	"25"	"8"	0
"9"	"25"	"8"	0
"10"	"25"	"8"	0
"1"	"26"	"8"	NA
"2"	"26"	"8"	NA
"3"	"26"	"8"	NA
"4"	"26"	"8"	NA
"5"	"26"	"8"	NA
"6"	"26"	"8"	NA
"7"	"26"	"8"	NA
"8"	"26"	"8"	NA
"9"	"26"	"8"	NA
"10"	"26"	"8"	NA
"1"	"27"	"8"	5
"2"	"27"	"8"	0
"3"	"27"	"8"	0
"4"	"27"	"8"	6
"5"	"27"	"8"	0
"6"	"27"	"8"	2
"7"	"27"	"8"	0
"8"	"27"	"8"	0
"9"	"27"	"8"	0
"10"	"27"	"8"	0
"1"	"28"	"8"	3
"2"	"28"	"8"	3
"3"	"28"	"8"	0
"4"	"28"	"8"	2
"5"	"28"	"8"	0
"6"	"28"	"8"	0
"7"	"28"	"8"	0
"8"	"28"	"8"	0
"9"	"28"	"8"	0
"10"	"28"	"8"	0
"1"	"29"	"8"	0
"2"	"29"	"8"	0
"3"	"29"	"8"	0
"4"	"29"	"8"	1
"5"	"29"	"8"	0
"6"	"29"	"8"	0
"7"	"29"	"8"	0
"8"	"29"	"8"	0
"9"	"29"	"8"	0
"10"	"29"	"8"	0
"1"	"30"	"8"	5
"2"	"30"	"8"	0
"3"	"30"	"8"	1
"4"	"30"	"8"	11
"5"	"30"	"8"	0
"6"	"30"	"8"	0
"7"	"30"	"8"	0
"8"	"30"	"8"	0
"9"	"30"	"8"	0
"10"	"30"	"8"	0
"1"	"31"	"8"	NA
"2"	"31"	"8"	NA
"3"	"31"	"8"	NA
"4"	"31"	"8"	NA
"5"	"31"	"8"	NA
"6"	"31"	"8"	NA
"7"	"31"	"8"	NA
"8"	"31"	"8"	NA
"9"	"31"	"8"	NA
"10"	"31"	"8"	NA
"1"	"32"	"8"	2
"2"	"32"	"8"	5
"3"	"32"	"8"	3
"4"	"32"	"8"	3
"5"	"32"	"8"	0
"6"	"32"	"8"	3
"7"	"32"	"8"	0
"8"	"32"	"8"	0
"9"	"32"	"8"	0
"10"	"32"	"8"	0
"1"	"33"	"8"	7
"2"	"33"	"8"	0
"3"	"33"	"8"	0
"4"	"33"	"8"	0
"5"	"33"	"8"	0
"6"	"33"	"8"	1
"7"	"33"	"8"	5
"8"	"33"	"8"	0
"9"	"33"	"8"	0
"10"	"33"	"8"	0
"1"	"34"	"8"	0
"2"	"34"	"8"	0
"3"	"34"	"8"	0
"4"	"34"	"8"	0
"5"	"34"	"8"	0
"6"	"34"	"8"	0
"7"	"34"	"8"	3
"8"	"34"	"8"	21
"9"	"34"	"8"	0
"10"	"34"	"8"	10
"1"	"35"	"8"	2
"2"	"35"	"8"	0
"3"	"35"	"8"	0
"4"	"35"	"8"	0
"5"	"35"	"8"	0
"6"	"35"	"8"	0
"7"	"35"	"8"	0
"8"	"35"	"8"	7
"9"	"35"	"8"	0
"10"	"35"	"8"	3
"1"	"36"	"8"	5
"2"	"36"	"8"	0
"3"	"36"	"8"	0
"4"	"36"	"8"	0
"5"	"36"	"8"	0
"6"	"36"	"8"	0
"7"	"36"	"8"	0
"8"	"36"	"8"	28
"9"	"36"	"8"	1
"10"	"36"	"8"	14
"1"	"37"	"8"	0
"2"	"37"	"8"	0
"3"	"37"	"8"	0
"4"	"37"	"8"	0
"5"	"37"	"8"	0
"6"	"37"	"8"	0
"7"	"37"	"8"	7
"8"	"37"	"8"	17
"9"	"37"	"8"	1
"10"	"37"	"8"	19
"1"	"38"	"8"	NA
"2"	"38"	"8"	NA
"3"	"38"	"8"	NA
"4"	"38"	"8"	NA
"5"	"38"	"8"	NA
"6"	"38"	"8"	NA
"7"	"38"	"8"	NA
"8"	"38"	"8"	NA
"9"	"38"	"8"	NA
"10"	"38"	"8"	NA
"1"	"39"	"8"	0
"2"	"39"	"8"	0
"3"	"39"	"8"	0
"4"	"39"	"8"	0
"5"	"39"	"8"	0
"6"	"39"	"8"	0
"7"	"39"	"8"	3
"8"	"39"	"8"	4
"9"	"39"	"8"	0
"10"	"39"	"8"	1
"1"	"40"	"8"	0
"2"	"40"	"8"	0
"3"	"40"	"8"	0
"4"	"40"	"8"	3
"5"	"40"	"8"	0
"6"	"40"	"8"	0
"7"	"40"	"8"	1
"8"	"40"	"8"	0
"9"	"40"	"8"	0
"10"	"40"	"8"	1
"1"	"41"	"8"	0
"2"	"41"	"8"	0
"3"	"41"	"8"	0
"4"	"41"	"8"	0
"5"	"41"	"8"	0
"6"	"41"	"8"	0
"7"	"41"	"8"	0
"8"	"41"	"8"	1
"9"	"41"	"8"	10
"10"	"41"	"8"	10
"1"	"42"	"8"	0
"2"	"42"	"8"	0
"3"	"42"	"8"	2
"4"	"42"	"8"	0
"5"	"42"	"8"	0
"6"	"42"	"8"	0
"7"	"42"	"8"	4
"8"	"42"	"8"	0
"9"	"42"	"8"	2
"10"	"42"	"8"	3
"1"	"43"	"8"	2
"2"	"43"	"8"	0
"3"	"43"	"8"	0
"4"	"43"	"8"	4
"5"	"43"	"8"	0
"6"	"43"	"8"	0
"7"	"43"	"8"	0
"8"	"43"	"8"	0
"9"	"43"	"8"	0
"10"	"43"	"8"	1
"1"	"44"	"8"	0
"2"	"44"	"8"	0
"3"	"44"	"8"	1
"4"	"44"	"8"	0
"5"	"44"	"8"	0
"6"	"44"	"8"	0
"7"	"44"	"8"	9
"8"	"44"	"8"	16
"9"	"44"	"8"	4
"10"	"44"	"8"	16
"1"	"45"	"8"	0
"2"	"45"	"8"	0
"3"	"45"	"8"	0
"4"	"45"	"8"	0
"5"	"45"	"8"	1
"6"	"45"	"8"	0
"7"	"45"	"8"	0
"8"	"45"	"8"	4
"9"	"45"	"8"	0
"10"	"45"	"8"	4
"1"	"46"	"8"	11
"2"	"46"	"8"	5
"3"	"46"	"8"	11
"4"	"46"	"8"	6
"5"	"46"	"8"	0
"6"	"46"	"8"	0
"7"	"46"	"8"	0
"8"	"46"	"8"	0
"9"	"46"	"8"	0
"10"	"46"	"8"	0
"1"	"47"	"8"	0
"2"	"47"	"8"	0
"3"	"47"	"8"	0
"4"	"47"	"8"	0
"5"	"47"	"8"	0
"6"	"47"	"8"	0
"7"	"47"	"8"	0
"8"	"47"	"8"	3
"9"	"47"	"8"	0
"10"	"47"	"8"	3
"1"	"48"	"8"	0
"2"	"48"	"8"	0
"3"	"48"	"8"	3
"4"	"48"	"8"	1
"5"	"48"	"8"	0
"6"	"48"	"8"	0
"7"	"48"	"8"	0
"8"	"48"	"8"	0
"9"	"48"	"8"	0
"10"	"48"	"8"	0
"1"	"49"	"8"	3
"2"	"49"	"8"	0
"3"	"49"	"8"	0
"4"	"49"	"8"	1
"5"	"49"	"8"	0
"6"	"49"	"8"	0
"7"	"49"	"8"	0
"8"	"49"	"8"	4
"9"	"49"	"8"	0
"10"	"49"	"8"	3
"1"	"50"	"8"	0
"2"	"50"	"8"	0
"3"	"50"	"8"	1
"4"	"50"	"8"	1
"5"	"50"	"8"	0
"6"	"50"	"8"	0
"7"	"50"	"8"	0
"8"	"50"	"8"	0
"9"	"50"	"8"	0
"10"	"50"	"8"	0
"1"	"51"	"8"	0
"2"	"51"	"8"	0
"3"	"51"	"8"	14
"4"	"51"	"8"	4
"5"	"51"	"8"	0
"6"	"51"	"8"	1
"7"	"51"	"8"	2
"8"	"51"	"8"	0
"9"	"51"	"8"	3
"10"	"51"	"8"	3
"1"	"52"	"8"	19
"2"	"52"	"8"	0
"3"	"52"	"8"	12
"4"	"52"	"8"	0
"5"	"52"	"8"	0
"6"	"52"	"8"	7
"7"	"52"	"8"	4
"8"	"52"	"8"	6
"9"	"52"	"8"	12
"10"	"52"	"8"	14
"1"	"53"	"8"	2
"2"	"53"	"8"	0
"3"	"53"	"8"	0
"4"	"53"	"8"	13
"5"	"53"	"8"	0
"6"	"53"	"8"	2
"7"	"53"	"8"	0
"8"	"53"	"8"	0
"9"	"53"	"8"	0
"10"	"53"	"8"	9
"1"	"54"	"8"	0
"2"	"54"	"8"	0
"3"	"54"	"8"	3
"4"	"54"	"8"	4
"5"	"54"	"8"	0
"6"	"54"	"8"	1
"7"	"54"	"8"	0
"8"	"54"	"8"	0
"9"	"54"	"8"	0
"10"	"54"	"8"	0
"1"	"55"	"8"	6
"2"	"55"	"8"	12
"3"	"55"	"8"	5
"4"	"55"	"8"	10
"5"	"55"	"8"	0
"6"	"55"	"8"	0
"7"	"55"	"8"	3
"8"	"55"	"8"	3
"9"	"55"	"8"	0
"10"	"55"	"8"	0
"1"	"56"	"8"	6
"2"	"56"	"8"	0
"3"	"56"	"8"	7
"4"	"56"	"8"	4
"5"	"56"	"8"	0
"6"	"56"	"8"	3
"7"	"56"	"8"	0
"8"	"56"	"8"	3
"9"	"56"	"8"	0
"10"	"56"	"8"	8
"1"	"57"	"8"	13
"2"	"57"	"8"	9
"3"	"57"	"8"	6
"4"	"57"	"8"	5
"5"	"57"	"8"	0
"6"	"57"	"8"	0
"7"	"57"	"8"	0
"8"	"57"	"8"	0
"9"	"57"	"8"	0
"10"	"57"	"8"	0
"1"	"58"	"8"	4
"2"	"58"	"8"	0
"3"	"58"	"8"	0
"4"	"58"	"8"	1
"5"	"58"	"8"	6
"6"	"58"	"8"	0
"7"	"58"	"8"	0
"8"	"58"	"8"	19
"9"	"58"	"8"	0
"10"	"58"	"8"	19
"1"	"59"	"8"	8
"2"	"59"	"8"	0
"3"	"59"	"8"	0
"4"	"59"	"8"	2
"5"	"59"	"8"	0
"6"	"59"	"8"	0
"7"	"59"	"8"	4
"8"	"59"	"8"	0
"9"	"59"	"8"	2
"10"	"59"	"8"	2
"1"	"60"	"8"	0
"2"	"60"	"8"	0
"3"	"60"	"8"	16
"4"	"60"	"8"	9
"5"	"60"	"8"	9
"6"	"60"	"8"	1
"7"	"60"	"8"	11
"8"	"60"	"8"	0
"9"	"60"	"8"	0
"10"	"60"	"8"	2
"1"	"61"	"8"	0
"2"	"61"	"8"	0
"3"	"61"	"8"	0
"4"	"61"	"8"	0
"5"	"61"	"8"	0
"6"	"61"	"8"	1
"7"	"61"	"8"	0
"8"	"61"	"8"	3
"9"	"61"	"8"	0
"10"	"61"	"8"	3
"1"	"62"	"8"	1
"2"	"62"	"8"	0
"3"	"62"	"8"	0
"4"	"62"	"8"	19
"5"	"62"	"8"	0
"6"	"62"	"8"	0
"7"	"62"	"8"	0
"8"	"62"	"8"	0
"9"	"62"	"8"	0
"10"	"62"	"8"	0
"1"	"63"	"8"	13
"2"	"63"	"8"	0
"3"	"63"	"8"	6
"4"	"63"	"8"	3
"5"	"63"	"8"	1
"6"	"63"	"8"	0
"7"	"63"	"8"	0
"8"	"63"	"8"	1
"9"	"63"	"8"	0
"10"	"63"	"8"	0
"1"	"64"	"8"	8
"2"	"64"	"8"	0
"3"	"64"	"8"	0
"4"	"64"	"8"	3
"5"	"64"	"8"	0
"6"	"64"	"8"	0
"7"	"64"	"8"	3
"8"	"64"	"8"	0
"9"	"64"	"8"	1
"10"	"64"	"8"	1
"1"	"65"	"8"	4
"2"	"65"	"8"	0
"3"	"65"	"8"	3
"4"	"65"	"8"	8
"5"	"65"	"8"	0
"6"	"65"	"8"	1
"7"	"65"	"8"	1
"8"	"65"	"8"	0
"9"	"65"	"8"	0
"10"	"65"	"8"	1
"1"	"66"	"8"	3
"2"	"66"	"8"	0
"3"	"66"	"8"	0
"4"	"66"	"8"	10
"5"	"66"	"8"	1
"6"	"66"	"8"	5
"7"	"66"	"8"	0
"8"	"66"	"8"	0
"9"	"66"	"8"	1
"10"	"66"	"8"	1
"1"	"67"	"8"	0
"2"	"67"	"8"	0
"3"	"67"	"8"	0
"4"	"67"	"8"	1
"5"	"67"	"8"	0
"6"	"67"	"8"	0
"7"	"67"	"8"	0
"8"	"67"	"8"	0
"9"	"67"	"8"	0
"10"	"67"	"8"	0
"1"	"68"	"8"	0
"2"	"68"	"8"	1
"3"	"68"	"8"	0
"4"	"68"	"8"	0
"5"	"68"	"8"	0
"6"	"68"	"8"	0
"7"	"68"	"8"	0
"8"	"68"	"8"	0
"9"	"68"	"8"	0
"10"	"68"	"8"	0
"1"	"69"	"8"	3
"2"	"69"	"8"	0
"3"	"69"	"8"	9
"4"	"69"	"8"	2
"5"	"69"	"8"	0
"6"	"69"	"8"	0
"7"	"69"	"8"	0
"8"	"69"	"8"	0
"9"	"69"	"8"	0
"10"	"69"	"8"	0
"1"	"70"	"8"	0
"2"	"70"	"8"	0
"3"	"70"	"8"	0
"4"	"70"	"8"	0
"5"	"70"	"8"	0
"6"	"70"	"8"	0
"7"	"70"	"8"	0
"8"	"70"	"8"	22
"9"	"70"	"8"	0
"10"	"70"	"8"	23
"1"	"71"	"8"	1
"2"	"71"	"8"	0
"3"	"71"	"8"	0
"4"	"71"	"8"	0
"5"	"71"	"8"	0
"6"	"71"	"8"	0
"7"	"71"	"8"	11
"8"	"71"	"8"	17
"9"	"71"	"8"	0
"10"	"71"	"8"	1
"1"	"72"	"8"	0
"2"	"72"	"8"	0
"3"	"72"	"8"	0
"4"	"72"	"8"	0
"5"	"72"	"8"	0
"6"	"72"	"8"	0
"7"	"72"	"8"	0
"8"	"72"	"8"	15
"9"	"72"	"8"	0
"10"	"72"	"8"	11
"1"	"73"	"8"	0
"2"	"73"	"8"	0
"3"	"73"	"8"	1
"4"	"73"	"8"	0
"5"	"73"	"8"	0
"6"	"73"	"8"	0
"7"	"73"	"8"	0
"8"	"73"	"8"	3
"9"	"73"	"8"	0
"10"	"73"	"8"	6
"1"	"74"	"8"	NA
"2"	"74"	"8"	NA
"3"	"74"	"8"	NA
"4"	"74"	"8"	NA
"5"	"74"	"8"	NA
"6"	"74"	"8"	NA
